asof,data_mode,daily_asof,intraday_asof,intraday_timestamp,intraday_updated,ticker,name,type,primary_exchange,country,sector,industry,theme,theme_tags,day_open,day_high,day_low,close,previous_close,prior_close_2d,prior_close_3d,day_change_pct,prior_day_move_pct,prior_2d_move_pct,prior_up_streak,up_day_streak,prior_3d_5d_high_count,prior_3d_1m_high_count,current_5d_high_breakout,pre_breakout_tight_1d_avg_range,pre_breakout_tight_1d_range,pre_breakout_tight_1d_ratio,pre_breakout_tight_1d,prior_day_high,prior_day_low,prior_day_range,leader_trigger_level,prior_5d_high,trade_entry_trigger,leader_trigger_1d,leader_trigger_type,volume,prior_day_volume,current_day_range,range_expansion_ratio,high_proximity_pct,volume_vs_prior_day,volume_projected,volume_elapsed_fraction,volume_projection_basis,volume_projected_vs_prior_day,rvol_10d,rvol_10d_basis,adv20_dollar,avgvol10,avgvol10_prior,dollar_volume10,adr_pct,atr14_pct,ema10,sma10,sma20,sma50,market_cap,market_cap_fmt,perf_1w_pct,perf_1m_pct,perf_3m_pct,perf_6m_pct,perf_1y_pct,rank_1w,rank_1m,rank_3m,rank_6m,rank_1y,rank_pct_1w,rank_pct_1m,rank_pct_3m,rank_pct_6m,rank_pct_1y,top1_1w,top1_1m,top1_3m,top1_6m,top1_window_count,history_days,history_is_short,history_note,excess_vs_spy_qqq_avg_pct,leadership_score,pivot,pivot_horizon,prior_1m_high,distance_to_pivot_pct,prior_52w_high,distance_to_52w_high_pct,prior_ath_high,distance_to_ath_high_pct,breakout_1m,breakout_52w,breakout_ath,breakout_type,breakout_52w_base_count,breakout_baseline,base_days,range_5d_atr,range_10d_atr,rmv15,rmv15_tight,rmv15_tight_count,rmv15_tight_count_prior14,rmv15_range,rmv15_prior_min,rmv15_prior_max,volume_dry_up_ratio,dcr,status,consolidation_score,breakout_base_count,breakout_chase_count,or30_high,or30_breakout,or30_breakout_time,or30_entry_trigger,or30_entry_time,or30_stop_low,or30_post_entry_low,trade_entry_time,trade_stop_low,trade_post_entry_low,prior_5_intraday_high,prior_5_intraday_breakout,catalyst,catalyst_date,metadata_asof
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,AAOI,"Applied Optoelectronics, Inc.",CS,XNAS,United States,Technology,SEMICONDUCTORS & RELATED DEVICES,Semiconductors & AI compute,Semiconductors & AI compute | Optical & networking | China / EM exposure,99.85,102.63,92.31,97.89,100.08,112.16,110.55,-2.188249,-10.770328,1.456355,0,0,0,0,False,11.8705,9.875,0.831894,False,109.465,99.59,9.875,109.475,120.09,233.48,False,,184659.0,220267.0,10.32,1.045063,45.930233,0.838342,184659.0,1.0,alpaca_iex_profile_8d_same_time_78x5m,0.838342,0.800225,tradingview_volume_over_sma10_prior,26320925.2955,233875.4,230758.9,25505104.535,10.45233,12.298425,108.609413,108.0205,117.23425,151.024,13902861810.42,13.9B,-4.942707,-29.331504,14.907853,163.357546,273.340961,885,1024,396,14,45,0.182994,0.054529,0.628759,0.987452,0.955102,False,False,False,True,1,507,False,,35.576609,68.582487,152.22,20D,152.22,55.501073,233.47,138.502401,233.47,138.502401,False,False,False,,49,False,18,2.307514,3.040968,40.909091,True,14,13,10.32,5.1,17.86,1.061086,54.069767,Leader,51.149492,10,0,102.63,False,,102.64,,,,,,,98.09,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,IOT,Samsara Inc. Class A Common Stock,CS,,United States,Technology,EDP Services,EDP Services,,34.44,36.49,34.16,35.36,33.12,31.47,33.34,6.763285,5.243089,-5.608878,1,2,0,0,False,2.08275,1.655,0.794622,True,33.175,31.52,1.655,33.185,39.29,47.45,False,,397318.0,337151.0,2.33,1.407855,48.497854,1.178457,397318.0,1.0,alpaca_iex_profile_9d_same_time_78x5m,1.178457,1.370365,tradingview_volume_over_sma10_prior,10812767.7065,295352.7,289935.9,10564630.114,5.999515,6.278281,34.995445,35.6995,35.62475,33.6469,20592974298.0,20.6B,-8.298755,22.057301,15.4047,-3.070175,-10.707071,998,28,393,473,653,0.078558,0.975046,0.631579,0.544402,0.334694,False,True,False,False,1,507,False,,-2.604081,68.468969,39.455,20D,39.455,11.580882,47.44,34.162896,61.7,74.49095,False,False,False,,254,False,6,3.238739,3.596847,71.64751,False,5,5,2.33,1.395,2.7,1.066035,51.502146,Ready,59.710058,5,0,35.05,True,11:05,35.06,11:05,34.16,34.97,,,,35.675,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,NTSK,Netskope Inc. Class A Common Stock,CS,,United States,Technology,Computer Software: Prepackaged Software,Software & data,Software & data,11.82,12.17,11.46,11.95,11.52,11.18,11.955,3.732639,3.041145,-6.482643,1,2,0,0,False,0.892,0.54,0.605381,True,11.66,11.12,0.54,11.67,13.705,,False,,398273.0,357710.0,0.71,1.314815,30.985915,1.113396,398273.0,1.0,alpaca_iex_profile_10d_same_time_78x5m,1.113396,0.803715,tradingview_volume_over_sma10_prior,5503171.094,489967.2,495540.3,6328112.995,8.365212,8.454871,12.264842,12.803,12.32725,11.1738,4822848369.0,4.8B,-11.547002,21.196755,48.816936,-34.663751,,1045,31,104,860,,0.03512,0.972274,0.903195,0.170849,,False,True,False,False,1,214,True,Historico curto,-2.284709,67.471631,15.0,20D,15.0,25.523013,,,,,False,False,False,,,False,8,3.013786,4.414281,12.280702,True,8,7,0.71,0.535,1.96,0.897786,69.014085,Leader,50.482979,7,0,12.17,False,,12.18,,,,,,,11.96,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,TEAM,Atlassian Corporation Class A Common Stock,CS,,Australia,Technology,Computer Software: Prepackaged Software,Software & data,Software & data,89.96,97.645,89.96,95.81,86.76,80.135,85.4,10.431074,8.267299,-6.165105,1,2,0,0,True,4.85775,5.48,1.128094,False,87.09,81.61,5.48,87.1,97.245,205.87,False,,292222.0,260488.0,7.685,1.402372,23.877684,1.121825,292222.0,1.0,alpaca_iex_profile_3d_same_time_78x5m,1.121825,1.639874,tradingview_volume_over_sma10_prior,15482851.90525,178467.2,178197.8,16097593.908,6.033519,7.269969,89.419714,90.173,88.0355,89.3422,24328724930.0,24.3B,-0.637801,28.233956,43.256579,-41.2749,-52.644326,588,18,140,931,902,0.457486,0.984288,0.869361,0.102317,0.080612,False,True,False,False,1,507,False,,-3.996144,67.259358,97.245,20D,97.245,1.497756,205.86,114.862749,325.82,240.068886,True,False,False,1M,254,False,5,2.528944,2.528944,66.996466,False,9,9,7.685,2.945,10.02,1.108828,76.122316,New Breakout,78.108981,4,0,93.045,True,10:00,93.055,10:00,89.96,92.67,,,,96.19,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,VIAV,Viavi Solutions Inc. Common Stock,CS,XNAS,United States,Technology,SEMICONDUCTORS & RELATED DEVICES,Semiconductors & AI compute,Semiconductors & AI compute | Defense & space | Optical & networking | Auto & autonomy,39.66,40.045,36.855,38.155,39.5,41.8,42.25,-3.405063,-5.502392,-1.065089,0,0,1,0,False,2.6175,2.53,0.966571,False,41.88,39.35,2.53,41.89,43.655,60.385,False,,165485.0,173764.0,3.19,1.26087,59.247649,0.952355,194830.623958,0.849379,alpaca_iex_profile_9d_same_time_77x5m,1.121237,0.702612,tradingview_volume_over_sma10_prior,10726565.87525,226198.1,235528.2,9027983.287,6.078589,7.230844,40.524762,40.1205,41.76775,46.781,11636916532.5,11.6B,-3.209031,-24.310653,19.946558,109.700467,281.55,800,984,346,28,44,0.261553,0.091497,0.675752,0.973938,0.956122,False,False,False,True,1,507,False,,21.044102,67.108191,49.33,20D,49.33,29.288429,60.375,58.236142,60.375,58.236142,False,False,False,,58,False,18,2.464725,3.169709,65.384615,False,13,13,3.19,1.32,4.18,0.709526,40.752351,Leader,50.264915,10,0,40.045,False,,40.055,,,,,,,38.2,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,AXTI,AXT Inc,CS,XNAS,United States,Technology,SEMICONDUCTORS & RELATED DEVICES,Semiconductors & AI compute,Semiconductors & AI compute | China / EM exposure,48.31,50.05,44.31,47.905,47.22,52.97,52.97,1.450657,-10.855201,0.0,0,1,1,0,False,6.406,4.93,0.769591,True,51.13,46.2,4.93,51.14,57.46,142.98,False,,178126.0,177908.0,5.74,1.1643,37.369338,1.001225,178126.0,1.0,alpaca_iex_profile_9d_same_time_78x5m,1.001225,0.762734,tradingview_volume_over_sma10_prior,12370576.6985,211309.3,233536.1,10705595.6335,12.439053,14.45793,51.846539,50.876,56.3015,82.9266,6927006721.92,6.9B,-1.874232,-30.632783,-9.150389,211.678595,2259.852217,696,1033,773,9,3,0.357671,0.046211,0.274436,0.992278,0.997959,False,False,False,True,1,507,False,,43.230452,66.583262,73.01,20D,73.01,52.405803,142.97,198.444839,142.97,198.444839,False,False,False,,41,False,18,1.898623,2.352705,39.163498,True,15,14,5.74,4.195,8.14,0.735205,62.630662,Leader,49.949957,10,0,50.05,False,,50.06,,,,,,,48.67,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,SAIL,SailPoint Inc. Common Stock,CS,,United States,Technology,Computer Software: Prepackaged Software,Software & data,Software & data,15.29,15.855,15.105,15.34,14.97,14.32,14.77,2.47161,4.539106,-3.046716,1,2,0,0,True,0.886,0.58,0.654628,True,15.06,14.48,0.58,15.07,15.605,24.01,False,,451741.0,292642.0,0.75,1.293103,68.666667,1.543664,451741.0,1.0,alpaca_iex_profile_7d_same_time_78x5m,1.543664,1.374659,tradingview_volume_over_sma10_prior,4896447.72225,353067.5,328620.5,5355954.2465,5.848389,6.085863,14.973122,15.125,14.99475,15.1653,8700587174.0,8.7B,0.921053,20.930233,23.212851,-27.470449,-32.630654,464,33,308,776,797,0.572089,0.970425,0.711466,0.251931,0.187755,False,True,False,False,1,363,False,,-8.510477,66.45098,16.95,20D,16.95,10.495437,24.0,56.453716,26.325,71.610169,False,False,False,,110,False,14,1.713849,2.806427,18.250951,True,10,9,0.75,0.51,1.825,0.952719,31.333333,Ready,64.127433,10,0,15.65,True,11:25,15.66,11:25,15.105,15.22,,,,15.53,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,DOCU,DocuSign Inc. Common Stock,CS,,United States,Technology,Computer Software: Prepackaged Software,Software & data,Software & data,51.87,54.3,51.315,52.905,50.435,47.07,47.9,4.897393,7.148927,-1.732777,1,2,0,0,True,1.97075,2.36,1.197514,False,50.51,48.15,2.36,50.52,53.425,86.635,False,,141022.0,160784.0,2.985,1.264831,46.733668,0.87709,145124.411699,0.971732,alpaca_iex_profile_5d_same_time_77x5m,0.902605,0.896918,tradingview_volume_over_sma10_prior,8533206.9455,157213.4,157229.5,8034522.988,4.196201,4.670096,50.222417,50.8015,48.9195,47.9748,10102879209.0,10.1B,1.13745,24.584952,11.944562,-24.389024,-30.816006,442,22,430,733,785,0.592421,0.980591,0.596805,0.293436,0.2,False,True,False,False,1,507,False,,-10.021192,66.383553,54.43,20D,54.43,2.882525,86.625,63.736887,107.74,103.648048,False,False,False,,254,False,6,3.12865,3.181266,85.496183,False,7,7,2.985,1.305,3.27,0.773786,53.266332,Ready,75.506344,5,0,,False,,,,,,,,,53.39,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,DJT,Trump Media & Technology Group Corp. Common Stock,CS,XNAS,United States,Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",,8.87,9.705,8.835,9.55,8.57,8.895,9.23,11.435239,-3.653738,-3.629469,0,1,0,0,False,0.563,0.655,1.16341,False,9.15,8.495,0.655,9.16,9.94,19.575,False,,240278.0,176584.0,0.87,1.328244,17.816092,1.360701,254637.175275,0.943609,alpaca_iex_profile_7d_same_time_77x5m,1.442017,1.105983,tradingview_volume_over_sma10_prior,1749845.36225,230736.4,217252.9,2176987.991,6.024682,6.409873,9.155823,9.3675,8.818,8.4957,2290408157.56,2.3B,-1.950719,35.17339,9.518349,-30.646333,-45.114943,703,8,467,815,865,0.351201,0.99353,0.56203,0.214286,0.118367,False,True,False,False,1,507,False,,-9.38622,66.124258,9.94,20D,9.94,4.08377,19.565,104.86911,54.63,472.041885,False,False,False,,254,False,5,2.327888,2.36056,77.124183,False,8,8,0.87,0.28,1.045,1.108941,82.183908,Ready,65.5489,4,0,9.09,True,10:05,9.1,10:05,8.835,8.99,,,,9.705,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,WDAY,Workday Inc. Class A Common Stock,CS,,United States,Technology,EDP Services,EDP Services,,142.38,150.24,140.59,147.46,135.3,127.8,132.42,8.987435,5.868545,-3.488899,1,2,0,0,True,6.4375,5.225,0.81165,False,135.965,130.74,5.225,135.975,147.7,249.82,False,,264270.0,148937.0,9.65,1.84689,28.80829,1.774374,264270.0,1.0,alpaca_iex_profile_7d_same_time_78x5m,1.774374,1.426321,tradingview_volume_over_sma10_prior,25014962.97225,199688.7,185280.9,27868059.0355,4.682626,5.738602,139.050137,140.3175,137.83125,133.342,36442380000.0,36.4B,0.183436,29.692172,14.51425,-33.185319,-37.877575,521,15,400,842,831,0.519409,0.987061,0.625,0.188224,0.153061,False,True,False,False,1,507,False,,-10.394321,66.086786,149.51,20D,149.51,1.390208,249.81,69.408653,294.0,99.376102,True,False,False,1M,254,False,6,2.717988,2.717988,100.0,False,7,7,9.65,3.505,9.25,1.291408,71.19171,New Breakout,73.56676,5,0,144.79,True,10:00,144.8,10:00,140.59,144.28,,,,148.61,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,SBET,Sharplink Inc. Common Stock,CS,,United States,Technology,Computer Software: Prepackaged Software,Software & data,Software & data,6.055,6.4,6.04,6.375,5.815,6.0,6.325,9.630267,-3.083333,-5.13834,0,1,1,1,False,0.3165,0.34,1.07425,False,6.045,5.705,0.34,6.055,6.48,28.48,False,,719986.0,378652.0,0.36,1.058824,6.944444,1.901445,719986.0,1.0,alpaca_iex_profile_3d_same_time_78x5m,1.901445,1.073991,tradingview_volume_over_sma10_prior,3909585.03325,702809.2,670383.6,4255883.992,4.840336,5.719888,5.989069,6.0405,5.67075,5.7068,1355082461.0,1.4B,3.658537,39.649507,6.073211,-28.370787,-31.891026,251,5,528,784,792,0.768946,0.996303,0.504699,0.244208,0.192857,False,True,False,False,1,507,False,,-8.284045,66.043732,6.48,20D,6.48,1.647059,28.47,346.588235,123.68,1840.078431,False,False,False,,254,False,3,2.125367,2.81097,56.521739,False,6,6,0.36,0.165,0.51,0.704001,93.055556,Leader,77.155651,2,0,6.265,True,10:00,6.275,10:00,6.04,6.13,,,,6.37,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,FIG,Figma Inc. Class A Common Stock,CS,,United States,Technology,Computer Software: Prepackaged Software,Software & data,Software & data,21.9,22.96,21.625,22.94,21.15,19.97,21.47,8.463357,5.908863,-6.986493,1,2,0,0,False,1.6935,0.91,0.537349,True,21.3,20.39,0.91,21.31,24.86,142.93,False,,1260542.0,864232.0,1.335,1.467033,1.498127,1.458569,1260542.0,1.0,alpaca_iex_profile_10d_same_time_78x5m,1.458569,0.981736,tradingview_volume_over_sma10_prior,27724697.50125,1202281.9,1283993.1,27482994.641,7.519616,8.028708,22.057554,22.615,21.80275,21.3985,12120958585.0,12.1B,-4.456476,36.42581,13.789683,-40.477426,4.048078,864,6,409,924,553,0.202403,0.995379,0.616541,0.109073,0.436735,False,True,False,False,1,289,False,,-10.822,65.800332,24.87,20D,24.87,8.413252,142.92,523.016565,142.92,523.016565,False,False,False,,,False,9,2.11751,2.698468,18.023256,True,9,8,1.335,0.87,3.45,0.800354,98.501873,Ready,66.860321,8,0,22.48,True,10:05,22.49,10:05,21.625,22.13,,,,22.945,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,CCC,CCC Intelligent Solutions Holdings Inc. Common Stock,CS,,United States,Technology,Computer Software: Prepackaged Software,Software & data,Software & data,5.99,6.105,5.92,5.98,5.84,5.745,5.73,2.39726,1.653612,0.26178,2,3,0,0,False,0.28725,0.15,0.522193,True,5.92,5.77,0.15,5.93,6.31,10.295,False,,873325.0,378124.0,0.185,1.233333,67.567568,2.309626,873325.0,1.0,alpaca_iex_profile_7d_same_time_78x5m,2.309626,1.252057,tradingview_volume_over_sma10_prior,4891318.54875,664521.3,697511.9,3989297.649,4.419494,5.309365,5.894227,5.9985,5.769,5.0849,3504035000.0,3.5B,-4.549082,33.036707,2.572899,-26.081582,,869,11,575,757,,0.197782,0.990758,0.460526,0.27027,,False,True,False,False,1,507,False,,-10.892014,65.597057,6.42,20D,6.42,7.35786,10.285,71.989967,12.81,114.214047,False,False,False,,254,False,10,2.094488,2.15748,16.27907,True,9,8,0.185,0.15,0.365,0.753935,32.432432,Ready,68.321445,9,0,6.095,True,14:55,6.105,14:55,5.945,5.92,,,,5.99,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,ASAN,Asana Inc. Class A Common Stock,CS,,United States,Technology,Computer Software: Prepackaged Software,Software & data,Software & data,7.15,7.925,7.08,7.75,6.87,6.56,6.88,12.809316,4.72561,-4.651163,1,2,0,0,False,0.4485,0.385,0.858417,False,6.9,6.515,0.385,6.91,8.11,15.71,False,,675593.0,431091.0,0.845,2.194805,20.710059,1.56717,675593.0,1.0,alpaca_iex_profile_7d_same_time_78x5m,1.56717,1.616248,tradingview_volume_over_sma10_prior,3143341.591,438773.4,418000.7,3229254.2225,6.746544,7.239631,7.262807,7.3385,7.307,7.201,1786451159.0,1.8B,1.90664,21.188428,24.798712,-43.84058,-41.641566,375,32,285,950,851,0.654344,0.971349,0.733083,0.083977,0.132653,False,True,False,False,1,507,False,,-13.352502,65.280795,8.11,20D,8.11,4.645161,15.7,102.580645,27.76,258.193548,False,False,False,,254,False,4,2.958625,2.958625,100.0,False,5,5,0.845,0.305,0.765,1.150541,79.289941,Leader,72.200735,3,0,7.58,True,10:15,7.59,10:15,7.08,7.54,,,,7.775,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,MNDY,monday.com Ltd. Ordinary Shares,CS,,Israel,Technology,Computer Software: Prepackaged Software,Software & data,Software & data,79.62,83.67,78.91,82.065,77.38,71.645,73.89,6.054536,8.004746,-3.0383,1,2,0,0,True,3.88475,3.845,0.989768,False,77.47,73.625,3.845,77.48,79.65,294.465,False,,82087.0,147133.0,4.76,1.237971,33.718487,0.55791,83801.468543,0.979541,alpaca_iex_profile_3d_same_time_77x5m,0.569563,0.75837,tradingview_volume_over_sma10_prior,5996882.35325,110917.5,108241.3,8510940.3885,4.982984,5.802021,77.662747,77.4675,78.86075,78.4897,3814609919.0,3.8B,6.925081,22.375485,20.897171,-43.70627,-73.352059,98,27,339,949,968,0.910351,0.97597,0.682331,0.084942,0.013265,False,True,False,False,1,507,False,,-14.21256,65.112364,87.32,20D,87.32,6.403461,294.455,258.807043,341.99,316.73064,False,False,False,,254,False,10,3.010651,3.20177,58.917836,False,10,10,4.76,1.82,6.81,1.69534,66.281513,Ready,69.462227,9,0,80.645,True,10:00,80.655,10:00,78.91,80.38,,,,82.765,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,BMNR,BitMine Immersion Technologies Inc. Common Stock,CS,,United States,Finance,Finance: Consumer Services,Finance: Consumer Services,,16.7,18.32,16.7,17.9,15.815,16.6,17.73,13.183686,-4.728916,-6.373378,0,1,1,1,True,0.96975,1.08,1.113689,False,16.6,15.52,1.08,16.61,18.24,71.73,False,,2466777.0,1228444.0,1.62,1.5,25.925926,2.00805,2466777.0,1.0,alpaca_iex_profile_10d_same_time_78x5m,2.00805,1.828826,tradingview_volume_over_sma10_prior,21488554.36525,1497540.7,1348831.0,24901968.831,5.373105,6.304868,16.491577,16.5105,15.50775,16.5912,10809816980.0,10.8B,7.701564,34.182909,-2.185792,-36.771459,319.695193,75,9,641,887,36,0.931608,0.992606,0.398496,0.144788,0.964286,False,True,False,False,1,286,False,,-15.65947,64.133034,18.24,20D,18.24,1.899441,71.72,300.670391,160.39,796.03352,True,False,False,1M,33,False,3,2.481013,3.234177,85.714286,False,10,10,1.62,0.36,1.83,1.212728,74.074074,New Breakout,67.630659,2,0,18.01,True,15:05,18.02,15:05,16.7,17.9,,,,18.2,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,PLTR,Palantir Technologies Inc. Class A Common Stock,CS,,United States,Technology,Computer Software: Prepackaged Software,Software & data,Software & data,126.155,132.39,125.39,131.5,122.93,123.29,124.54,6.971447,-0.291994,-1.003694,0,1,0,0,False,5.86,3.185,0.543515,True,125.23,122.045,3.185,125.24,136.59,207.505,False,,1239172.0,669378.0,7.0,2.197802,12.714286,1.851229,1239172.0,1.0,alpaca_iex_profile_10d_same_time_78x5m,1.851229,1.330238,tradingview_volume_over_sma10_prior,147857893.5975,924331.3,931541.3,120507237.596,4.467952,4.910103,128.669711,130.407,128.8135,131.6329,315318444335.0,315.3B,-2.484242,22.553588,-4.398401,-30.316358,0.581306,748,26,679,810,575,0.309612,0.976895,0.362782,0.219112,0.414286,False,True,False,False,1,507,False,,-18.121746,63.61683,138.89,20D,138.89,5.619772,207.495,57.790875,207.495,57.790875,False,False,False,,180,False,14,2.146579,2.484208,38.574317,True,12,11,7.0,3.185,13.075,0.815323,87.285714,Ready,69.74044,10,0,128.45,True,11:15,128.46,11:15,125.39,128.145,,,,131.55,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,HUBS,HubSpot Inc. Common Stock,CS,,United States,Technology,Computer Software: Prepackaged Software,Software & data,Software & data,214.51,229.24,211.24,222.94,204.84,189.945,204.89,8.836165,7.841744,-7.294158,1,2,0,0,False,11.65,9.79,0.840343,False,205.49,195.7,9.79,205.5,232.96,565.34,False,,107532.0,88246.0,18.0,1.838611,35.0,1.218548,107532.0,1.0,alpaca_iex_profile_4d_same_time_78x5m,1.218548,1.044636,tradingview_volume_over_sma10_prior,20223669.418,103986.8,102937.3,22278485.333,6.146273,6.984422,211.059811,214.6415,206.02675,201.53,11422068197.0,11.4B,-3.58309,30.852531,-6.252891,-44.007434,-59.511832,818,14,706,951,930,0.244917,0.987985,0.337406,0.083012,0.052041,False,True,False,False,1,507,False,,-20.537287,62.862691,232.96,20D,232.96,4.494483,565.33,153.579438,870.29,290.369606,False,False,False,,254,False,5,2.657171,2.773091,82.823772,False,5,5,18.0,5.945,20.5,1.137975,65.0,Ready,70.975891,4,0,220.09,True,10:35,220.1,10:35,211.24,219.73,,,,223.44,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,KVYO,Klaviyo Inc. Series A Common Stock,CS,,United States,Technology,Computer Software: Prepackaged Software,Software & data,Software & data,16.81,18.24,16.81,17.755,16.41,15.69,16.18,8.196222,4.58891,-3.02843,1,2,0,0,False,0.861,0.62,0.720093,True,16.66,16.04,0.62,16.67,18.535,36.72,False,,288551.0,178639.0,1.43,2.306452,33.916084,1.615274,288551.0,1.0,alpaca_iex_profile_10d_same_time_78x5m,1.615274,0.936063,tradingview_volume_over_sma10_prior,6115762.57575,309670.7,308260.2,5337037.177,5.400893,5.841413,16.974152,17.236,16.903,15.59,5306231084.0,5.3B,-2.230176,26.505166,-6.40485,-45.520098,-46.278366,726,20,710,964,875,0.329945,0.98244,0.333647,0.070463,0.108163,False,True,False,False,1,507,False,,-22.541283,62.431046,18.535,20D,18.535,4.393129,36.71,106.75866,49.455,178.541256,False,False,False,,254,False,5,2.78168,2.950413,100.0,False,7,7,1.43,0.555,1.37,0.813487,66.083916,Ready,70.868934,4,0,17.575,True,11:05,17.585,11:05,16.81,17.54,,,,17.83,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,PCOR,Procore Technologies Inc. Common Stock,CS,,United States,Technology,Computer Software: Prepackaged Software,Software & data,Software & data,44.08,46.81,44.08,46.55,42.81,41.155,41.66,8.736277,4.021383,-1.212194,1,2,0,0,False,1.9005,1.33,0.699816,True,43.12,41.79,1.33,43.13,46.89,82.26,False,,189973.0,68686.0,2.73,2.052632,9.52381,2.765818,268864.529812,0.706575,alpaca_iex_profile_7d_same_time_73x5m,3.914401,1.202435,tradingview_volume_over_sma10_prior,7689533.20575,163748.2,157990.3,7296936.8555,4.232009,4.724567,43.891834,44.0425,43.6045,44.6592,7028466261.0,7.0B,0.648649,21.572212,-16.517217,-37.541929,-31.402888,486,29,871,897,788,0.551756,0.974122,0.182331,0.135135,0.196939,False,True,False,False,1,507,False,,-24.897,61.265389,46.89,20D,46.89,0.730397,82.25,76.691729,88.9,90.977444,False,False,False,,254,False,4,2.650861,2.650861,95.918367,False,10,10,2.73,1.085,2.8,0.794407,90.47619,Leader,75.663638,3,0,,False,,,,,,,,,46.81,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,LCID,Lucid Group Inc. Common Stock,CS,,United States,Industrials,Auto Manufacturing,Auto Manufacturing,,6.4,6.66,6.31,6.5,6.295,6.43,6.79,3.256553,-2.099533,-5.301915,0,1,1,1,False,0.8155,0.54,0.66217,True,6.655,6.115,0.54,6.665,7.775,25.22,False,,371234.0,296822.0,0.35,0.648148,45.714286,1.250696,371234.0,1.0,alpaca_iex_profile_8d_same_time_78x5m,1.250696,0.352231,tradingview_volume_over_sma10_prior,4934361.16725,1063330.5,1053949.5,6185624.1335,13.175824,13.285714,6.478385,6.485,6.304,5.8865,2536669252.0,2.5B,-8.51513,26.953125,-28.961749,-43.032428,-69.339623,1002,19,992,945,964,0.074861,0.983364,0.068609,0.088803,0.017347,False,True,False,False,1,507,False,,-29.081706,60.424522,7.775,20D,7.775,19.615385,25.21,287.846154,25.21,287.846154,False,False,False,,200,False,3,1.92225,6.235732,5.477308,True,14,13,0.35,0.175,3.37,0.468918,54.285714,Leader,38.831636,2,0,6.63,True,15:00,6.64,15:00,6.31,6.455,,,,6.63,False,nao verificado,,nasdaq_2026-07-27
